Parameter:,Time,UAV.LATLON#0,UAV.LATLON#1,GPS.ALTITUDE,UAV.HEADING,GPS.SATS_IN_USE
Mnemonic:,,,,,,
Units:,sec,deg,deg,m,deg,
Desc'n:,,,,,,
Index #:,--------------------,--------------------,--------------------,--------------------,--------------------,--------------------
7921,31350.4,54.8369068,-4.9184697,107.3,334.2711,11
7922,31350.6,54.8369256,-4.9184951,107.3,334.8096,11
7923,31350.6,54.8369446,-4.9185215,107.3,335.4748,11
7924,31350.8,54.8369637,-4.9185457,107.3,336.3093,11
7925,31350.8,54.8369829,-4.9185713,107.3,337.2312,11
7926,35551,54.8370021,-4.918595,107.3,338.0849,11
7927,35551,54.8370216,-4.9186195,107.3,338.9057,11
7928,31351.2,54.837041,-4.9186422,107.2,339.7928,11
7929,31351.2,54.8370608,-4.9186656,107.2,340.607,11
7930,31351.4,54.8370806,-4.9186872,107.3,341.4062,11
7931,31351.4,54.8371006,-4.9187096,107.3,342.2354,11
7932,31351.6,54.8371204,-4.9187299,107.3,343.2218,11
7933,31351.6,54.8371406,-4.9187513,107.3,344.4174,11
7934,31351.8,54.8371606,-4.9187709,107.4,345.4471,11
7935,31351.8,54.837181,-4.9187912,107.4,346.5801,11
7936,35552,54.8372011,-4.9188095,107.5,347.7844,11
7937,35552,54.8372218,-4.9188289,107.5,348.9707,11
7938,31352.2,54.8372421,-4.9188463,107.6,349.9671,11
7939,31352.2,54.8372629,-4.9188645,107.6,350.7084,11
7940,31352.4,54.8372834,-4.9188812,107.7,351.2431,11
7941,31352.4,54.8373044,-4.9188983,107.7,351.5577,11
7942,31352.6,54.8373251,-4.9189136,107.8,351.7988,11
7943,31352.6,54.8373463,-4.9189298,107.8,352.4131,11
7944,31352.8,54.8373673,-4.9189442,107.8,353.2198,11
7945,31352.8,54.8373886,-4.9189595,107.8,354.0278,11
7946,35553,54.8374097,-4.9189733,107.9,354.6774,11
7947,35553,54.8374312,-4.9189876,107.9,355.3391,11
7948,31353.2,54.8374524,-4.9190001,107.9,355.9653,11
7949,31353.2,54.837474,-4.9190135,107.9,356.5594,11
7950,31353.4,54.8374953,-4.9190253,107.9,357.1973,11
7951,31353.4,54.837517,-4.9190376,107.9,357.7611,11
7952,31353.6,54.8375383,-4.9190486,107.9,358.263,11
7953,31353.6,54.8375601,-4.9190601,107.9,358.9639,11
7954,31353.8,54.8375814,-4.9190702,107.9,0.0532945,11
7955,31353.8,54.8376032,-4.9190809,107.9,1.362693,11
7956,35554,54.8376249,-4.9190906,107.8,2.736384,11
7957,35554,54.8376468,-4.9191,107.8,4.054336,11
7958,31354.2,54.8376683,-4.9191088,107.8,5.43676,11
7959,31354.2,54.8376901,-4.9191171,107.8,6.517573,11
7960,31354.4,54.8377116,-4.9191245,107.8,7.578676,11
7961,31354.4,54.8377333,-4.9191317,107.8,8.609872,11
7962,31354.6,54.8377547,-4.9191378,107.9,9.454046,11
7963,31354.6,54.8377763,-4.9191439,107.9,10.43723,11
7964,31354.8,54.8377976,-4.9191487,108.1,11.45026,11
7965,31354.8,54.8378191,-4.9191535,108.1,12.30121,11
7966,35555,54.8378403,-4.9191574,108.3,12.9335,11
7967,35555,54.8378618,-4.9191611,108.3,13.48108,11
7968,31355.2,54.8378828,-4.9191637,108.6,13.95471,11
7969,31355.2,54.837904,-4.9191663,108.6,14.39058,11
7970,31355.4,54.8379249,-4.9191677,108.8,14.88908,11
7971,31355.4,54.8379461,-4.9191694,108.8,15.42987,11
7972,31355.6,54.8379668,-4.9191697,108.9,16.13245,11
7973,31355.6,54.8379879,-4.9191707,108.9,16.91256,11
7974,31355.8,54.8380088,-4.9191718,109.1,17.65841,11
7975,31355.8,54.8380299,-4.919172,109.1,18.54851,11
7976,35556,54.8380501,-4.9191736,109.1,19.39391,11
7977,35556,54.838071,-4.9191731,109.1,20.22896,11
7978,31356.2,54.8380912,-4.9191754,109,21.00498,11
7979,31356.2,54.838112,-4.9191744,109,21.78588,11
7980,31356.4,54.8381319,-4.919177,108.9,22.59476,11
7981,31356.4,54.8381526,-4.9191756,108.9,23.48982,11
7982,31356.6,54.8381726,-4.9191788,108.8,24.41414,11
7983,31356.6,54.8381931,-4.9191768,108.8,25.08843,11
7984,31356.8,54.838213,-4.9191802,108.7,25.75155,11
7985,31356.8,54.8382334,-4.919178,108.7,26.48161,11
7986,35557,54.8382532,-4.9191817,108.6,27.10729,11
7987,35557,54.8382734,-4.9191793,108.6,27.54226,11
7988,31357.2,54.8382928,-4.9191706,108.5,27.8845,11
7989,31357.2,54.8383129,-4.919167,108.5,28.18895,11
7990,31357.4,54.8383319,-4.9191576,108.4,28.4607,11
7991,31357.4,54.8383519,-4.9191529,108.4,28.7882,11
7992,31357.6,54.8383708,-4.9191429,108.3,29.21065,11
7993,31357.6,54.8383905,-4.9191373,108.3,29.71677,11
7994,31357.8,54.8384095,-4.9191267,108.3,30.47851,11
7995,31357.8,54.838429,-4.9191202,108.3,31.41334,11
7996,35558,54.8384479,-4.9191094,108.2,32.37721,11
7997,35558,54.8384672,-4.9191019,108.2,33.38773,11
7998,31358.2,54.838486,-4.9190907,108.1,34.36594,11
7999,31358.2,54.838505,-4.919082,108.1,35.33419,11
8000,31358.4,54.8385233,-4.91907,108,36.43309,11
8001,31358.4,54.838542,-4.9190602,108,37.43256,11
8002,31358.6,54.83856,-4.9190476,108,38.33914,11
8003,31358.6,54.8385783,-4.9190366,108,39.27057,11
8004,31358.8,54.8385959,-4.919023,108,40.23306,11
8005,31358.8,54.8386138,-4.9190109,108,41.15046,11
8006,35559,54.8386313,-4.9189965,108.1,41.92172,11
8007,35559,54.8386489,-4.9189834,108.1,42.73397,11
8008,31359.2,54.8386658,-4.9189683,108.1,43.44301,11
8009,31359.2,54.8386831,-4.9189542,108.1,44.17172,11
8010,31359.4,54.8386999,-4.9189386,108.2,44.8877,11
8011,31359.4,54.838717,-4.9189237,108.2,45.58387,11
8012,31359.6,54.8387335,-4.9189071,108.3,46.23963,11
8013,31359.6,54.8387503,-4.9188914,108.3,46.8032,11
8014,31359.8,54.8387662,-4.9188741,108.4,47.41944,11
8015,31359.8,54.8387828,-4.9188578,108.4,47.96457,11
8016,35560,54.8387991,-4.9188406,108.4,48.19551,11
8017,35560,54.8388153,-4.9188234,108.4,48.19342,11
8018,31360.2,54.8388311,-4.9188054,108.4,48.21082,11
8019,31360.2,54.8388471,-4.9187877,108.4,48.42086,11
8020,31360.4,54.8388625,-4.9187689,108.5,48.72316,11
8021,31360.4,54.8388784,-4.9187507,108.5,49.16265,11
8022,31360.6,54.8388937,-4.9187317,108.5,49.78933,11
8023,31360.6,54.8389094,-4.9187131,108.5,50.62247,11
8024,31360.8,54.8389247,-4.9186942,108.4,51.62054,11
8025,31360.8,54.8389402,-4.9186751,108.4,52.50537,11
8026,35561,54.8389556,-4.9186562,108.2,53.05115,11
8027,35561,54.8389708,-4.9186365,108.2,53.3157,11
8028,31361.2,54.8389857,-4.9186171,108.2,53.29626,11
8029,31361.2,54.8390006,-4.9185968,108.2,52.88761,11
8030,31361.4,54.8390153,-4.9185765,108.2,52.2995,11
8031,31361.4,54.8390299,-4.9185558,108.2,51.82502,11
8032,31361.6,54.839044,-4.918535,108.4,51.69623,11
8033,31361.6,54.8390585,-4.9185141,108.4,51.91309,11
8034,31361.8,54.8390726,-4.9184931,108.5,52.45858,11
8035,31361.8,54.839087,-4.918472,108.5,53.26908,11
8036,35562,54.839101,-4.9184509,108.5,54.24412,11
8037,35562,54.8391151,-4.9184295,108.5,55.20594,11
8038,31362.2,54.839129,-4.9184086,108.5,56.12021,11
8039,31362.2,54.839143,-4.9183871,108.5,56.94246,11
8040,31362.4,54.8391565,-4.918366,108.5,57.70848,11
8041,31362.4,54.8391701,-4.9183443,108.5,58.37321,11
8042,31362.6,54.8391835,-4.9183232,108.5,58.80138,11
8043,31362.6,54.8391969,-4.9183012,108.5,59.10754,11
8044,31362.8,54.8392098,-4.9182797,108.6,59.36009,11
8045,31362.8,54.8392229,-4.9182573,108.6,59.52563,11
8046,35563,54.8392357,-4.9182357,108.6,59.54601,11
8047,35563,54.8392485,-4.9182131,108.6,59.49811,11
8048,31363.2,54.8392609,-4.9181911,108.7,59.4309,11
8049,31363.2,54.8392735,-4.9181684,108.7,59.3328,11
8050,31363.4,54.8392855,-4.9181463,108.9,59.26085,11
8051,31363.4,54.8392979,-4.9181233,108.9,59.27147,11
8052,31363.6,54.8393098,-4.918101,109,59.35936,11
8053,31363.6,54.839322,-4.918078,109,59.51004,11
8054,31363.8,54.8393337,-4.9180557,109.1,59.81391,11
8055,31363.8,54.8393458,-4.9180325,109.1,60.28529,11
8056,35564,54.8393575,-4.91801,109.3,60.89845,11
8057,35564,54.8393694,-4.9179868,109.3,61.63229,11
8058,31364.2,54.8393813,-4.9179642,109.3,62.40363,11
8059,31364.2,54.839393,-4.9179407,109.3,63.04834,11
8060,31364.4,54.8394048,-4.9179181,109.3,63.48814,11
8061,31364.4,54.8394164,-4.9178945,109.3,63.81445,11
8062,31364.6,54.8394278,-4.9178716,109.2,64.11411,11
8063,31364.6,54.8394391,-4.9178477,109.2,64.39008,11
8064,31364.8,54.8394504,-4.9178246,109.1,64.63081,11
8065,31364.8,54.8394615,-4.9178004,109.1,64.85714,11
8066,35565,54.8394725,-4.917777,109,65.11787,11
8067,35565,54.8394834,-4.9177525,109,65.42051,11
8068,31365.2,54.8394941,-4.9177288,108.9,65.71214,11
8069,31365.2,54.8395047,-4.9177043,108.9,66.08814,11
8070,31365.4,54.8395151,-4.9176803,108.7,66.51053,11
8071,31365.4,54.8395255,-4.9176555,108.7,66.88841,11
8072,31365.6,54.8395357,-4.9176314,108.6,67.21237,11
8073,31365.6,54.8395458,-4.9176065,108.6,67.47833,11
8074,31365.8,54.8395557,-4.917582,108.6,67.79012,11
8075,31365.8,54.8395656,-4.9175569,108.6,68.04012,11
8076,35566,54.8395752,-4.9175322,108.4,68.26653,11
8077,35566,54.8395849,-4.9175068,108.4,68.61954,11
8078,31366.2,54.8395946,-4.9174819,108.3,68.93822,11
8079,31366.2,54.8396041,-4.9174564,108.3,69.18758,11
8080,31366.4,54.8396132,-4.917431,108.3,69.56015,11
8081,31366.4,54.8396224,-4.9174052,108.3,70.07014,11
8082,31366.6,54.8396312,-4.9173798,108.3,70.77008,11
8083,31366.6,54.8396402,-4.917354,108.3,71.73493,11
8084,31366.8,54.8396488,-4.9173284,108.3,72.66614,11
8085,31366.8,54.8396575,-4.9173025,108.3,73.50338,11
8086,35567,54.8396659,-4.9172768,108.3,74.23343,11
8087,35567,54.8396741,-4.9172507,108.3,74.82555,11
8088,31367.2,54.8396821,-4.9172248,108.3,75.46861,11
8089,31367.2,54.8396899,-4.9171986,108.3,75.96753,11
8090,31367.4,54.8396974,-4.9171725,108.4,76.56786,11
8091,31367.4,54.8397049,-4.9171462,108.4,77.38258,11
8092,31367.6,54.839712,-4.9171197,108.4,78.30904,11
8093,31367.6,54.8397191,-4.9170932,108.4,79.31355,11
8094,31367.8,54.8397261,-4.9170668,108.4,80.28557,11
8095,31367.8,54.8397326,-4.9170401,108.4,81.08553,11
8096,35568,54.8397389,-4.9170136,108.4,81.7955,11
8097,35568,54.839745,-4.9169868,108.4,82.32867,11
8098,31368.2,54.8397507,-4.9169601,108.4,82.56776,11
8099,31368.2,54.8397563,-4.9169331,108.4,82.91581,11
8100,31368.4,54.8397615,-4.9169063,108.5,83.30669,11
8101,31368.4,54.8397666,-4.9168793,108.5,83.82216,11
8102,31368.6,54.839771,-4.916852,108.6,84.50627,11
8103,31368.6,54.8397758,-4.9168251,108.6,85.34694,11
8104,31368.8,54.8397801,-4.9167979,108.6,86.3214,11
8105,31368.8,54.8397845,-4.9167709,108.6,87.38061,11
8106,35569,54.8397888,-4.9167438,108.6,88.38158,11
8107,35569,54.8397928,-4.9167168,108.6,89.25081,11
8108,31369.2,54.8397965,-4.9166898,108.5,89.94186,11
8109,31369.2,54.8398001,-4.9166628,108.5,90.4101,11
8110,31369.4,54.8398031,-4.9166357,108.5,90.98144,11
8111,31369.4,54.8398062,-4.9166086,108.5,91.5756,11
8112,31369.6,54.8398089,-4.9165816,108.4,92.04263,11
8113,31369.6,54.8398117,-4.9165545,108.4,92.68389,11
8114,31369.8,54.8398137,-4.9165276,108.3,93.42181,11
8115,31369.8,54.839816,-4.9165005,108.3,94.08266,11
8116,35570,54.8398181,-4.9164735,108.2,94.60349,11
8117,35570,54.8398201,-4.9164464,108.2,95.08415,11
8118,31370.2,54.8398217,-4.9164193,108.1,95.54883,11
8119,31370.2,54.8398232,-4.9163922,108.1,95.93839,11
8120,31370.4,54.8398243,-4.9163654,108.1,96.33017,11
8121,31370.4,54.8398254,-4.9163383,108.1,96.8664,11
8122,31370.6,54.8398258,-4.9163113,108.1,97.40792,11
8123,31370.6,54.8398265,-4.9162841,108.1,97.92816,11
8124,31370.8,54.839827,-4.9162572,108.1,98.4766,11
8125,31370.8,54.8398274,-4.9162301,108.1,99.00265,11
8126,35571,54.8398274,-4.916203,108,99.44006,11
8127,35571,54.8398274,-4.916176,108,99.72018,11
8128,31371.2,54.8398268,-4.9161492,108,99.99717,11
8129,31371.2,54.8398263,-4.9161223,108,100.3285,11
8130,31371.4,54.8398253,-4.9160956,108,100.7043,11
8131,31371.4,54.8398246,-4.9160687,108,101.1179,11
8132,31371.6,54.8398234,-4.9160422,108,101.5439,11
8133,31371.6,54.8398224,-4.9160155,108,101.9771,11
8134,31371.8,54.8398209,-4.915989,107.9,102.3937,11
8135,31371.8,54.8398196,-4.9159624,107.9,102.7521,11
8136,35572,54.8398181,-4.915936,107.9,102.9614,11
8137,35572,54.8398165,-4.9159093,107.9,102.9822,11
8138,31372.2,54.8398147,-4.915883,107.7,102.8831,11
8139,31372.2,54.8398128,-4.9158564,107.7,102.7886,11
8140,31372.4,54.8398105,-4.9158302,107.6,102.6573,11
8141,31372.4,54.8398083,-4.9158037,107.6,102.6741,11
8142,31372.6,54.8398056,-4.9157775,107.5,102.9087,11
8143,31372.6,54.8398033,-4.9157511,107.5,103.5011,11
8144,31372.8,54.8398005,-4.915725,107.4,104.366,11
8145,31372.8,54.8397981,-4.9156987,107.4,105.3352,11
8146,35573,54.8397953,-4.9156725,107.3,106.2784,11
8147,35573,54.8397927,-4.9156463,107.3,107.0624,11
8148,31373.2,54.8397898,-4.9156205,107.2,107.6416,11
8149,31373.2,54.8397868,-4.9155946,107.2,108.1141,11
8150,31373.4,54.8397837,-4.9155688,107.2,108.4224,11
8151,31373.4,54.8397803,-4.9155432,107.2,108.5737,11
8152,31373.6,54.8397766,-4.9155181,107.4,108.7008,11
8153,31373.6,54.839773,-4.9154926,107.4,108.8666,11
8154,31373.8,54.8397691,-4.9154678,107.5,109.0921,11
8155,31373.8,54.8397653,-4.9154425,107.5,109.3116,11
8156,35574,54.8397613,-4.9154178,107.6,109.5754,11
8157,35574,54.8397574,-4.9153926,107.6,109.7878,11
8158,31374.2,54.8397531,-4.9153681,107.8,109.9142,11
8159,31374.2,54.8397489,-4.915343,107.8,109.9771,11
8160,31374.4,54.8397448,-4.9153185,107.8,110.0268,11
8161,31374.4,54.8397404,-4.9152934,107.8,109.9294,11
8162,31374.6,54.839736,-4.9152691,107.9,109.8669,11
8163,31374.6,54.8397315,-4.915244,107.9,109.8754,11
8164,31374.8,54.839727,-4.9152194,107.8,109.9327,11
8165,31374.8,54.8397222,-4.9151942,107.8,110.0729,11
8166,35575,54.8397176,-4.9151695,107.7,110.3379,11
8167,35575,54.8397128,-4.9151443,107.7,110.8975,11
8168,31375.2,54.839708,-4.9151196,107.6,111.6982,11
8169,31375.2,54.839703,-4.9150944,107.6,112.5788,11
8170,31375.4,54.8396979,-4.9150695,107.6,113.4733,11
8171,31375.4,54.8396927,-4.9150445,107.6,114.4493,11
8172,31375.6,54.8396876,-4.9150197,107.4,115.3308,11
8173,31375.6,54.8396823,-4.9149949,107.4,116.0247,11
8174,31375.8,54.8396771,-4.9149701,107.3,116.5076,11
8175,31375.8,54.8396715,-4.9149456,107.3,116.7798,11
8176,35576,54.8396661,-4.9149212,107.2,116.8895,11
8177,35576,54.8396603,-4.9148969,107.2,116.9728,11
8178,31376.2,54.8396545,-4.9148728,107.2,117.0573,11
8179,31376.2,54.8396486,-4.9148487,107.2,117.1585,11
8180,31376.4,54.8396426,-4.9148247,107.1,117.2552,11
8181,31376.4,54.8396365,-4.9148008,107.1,117.3439,11
8182,31376.6,54.8396304,-4.914777,107.1,117.4646,11
8183,31376.6,54.8396241,-4.9147533,107.1,117.732,11
8184,31376.8,54.839618,-4.9147297,107,118.1077,11
8185,31376.8,54.8396116,-4.9147062,107,118.608,11
8186,35577,54.8396053,-4.9146828,106.9,119.1628,11
8187,35577,54.8395989,-4.9146593,106.9,119.7309,11
8188,31377.2,54.8395924,-4.9146361,106.8,120.2215,11
8189,31377.2,54.8395858,-4.9146128,106.8,120.5912,11
8190,31377.4,54.8395793,-4.9145898,106.8,120.8854,11
8191,31377.4,54.8395725,-4.9145669,106.8,121.0998,11
8192,31377.6,54.8395658,-4.9145441,106.8,121.1739,11
8193,31377.6,54.8395588,-4.9145213,106.8,121.2409,11
8194,31377.8,54.8395518,-4.9144989,106.9,121.3205,11
8195,31377.8,54.8395446,-4.9144763,106.9,121.4614,11
8196,35578,54.8395375,-4.9144541,106.9,121.6239,11
8197,35578,54.8395302,-4.9144317,106.9,121.7777,11
8198,31378.2,54.839523,-4.9144096,106.9,121.9537,11
8199,31378.2,54.8395156,-4.9143874,106.9,122.2057,11
8200,31378.4,54.8395083,-4.9143654,106.9,122.4933,11
8201,31378.4,54.8395007,-4.9143434,106.9,122.7929,11
8202,31378.6,54.8394933,-4.9143215,106.9,123.0969,11
8203,31378.6,54.8394855,-4.9142997,106.9,123.4061,11
8204,31378.8,54.839478,-4.914278,106.9,123.7065,11
8205,31378.8,54.83947,-4.9142564,106.9,124.0465,11
8206,35579,54.8394625,-4.9142349,106.9,124.2852,11
8207,35579,54.8394543,-4.9142134,106.9,124.4283,11
8208,31379.2,54.8394462,-4.914192,106.9,124.6115,11
8209,31379.2,54.8394378,-4.9141707,106.9,124.9393,11
8210,31379.4,54.8394295,-4.9141494,106.9,125.2757,11
8211,31379.4,54.8394207,-4.9141283,106.9,125.6516,11
8212,31379.6,54.8394121,-4.9141073,106.9,126.1144,11
8213,31379.6,54.8394031,-4.9140862,106.9,126.6738,11
8214,31379.8,54.8393942,-4.9140652,106.9,127.2082,11
8215,31379.8,54.839385,-4.9140444,106.9,127.72,11
8216,35680,54.8393761,-4.9140235,106.7,128.1299,11
8217,35680,54.8393667,-4.9140028,106.7,128.3628,11
8218,31380.2,54.8393574,-4.913982,106.6,128.4255,11
8219,31380.2,54.8393477,-4.9139614,106.6,128.3747,11
8220,31380.4,54.8393381,-4.9139407,106.4,128.4079,11
8221,31380.4,54.8393282,-4.9139203,106.4,128.5476,11
8222,31380.6,54.8393182,-4.9138993,106.2,128.7818,11
8223,31380.6,54.8393081,-4.913879,106.2,129.1252,11
8224,31380.8,54.8392979,-4.9138584,106.1,129.5821,11
8225,31380.8,54.8392876,-4.9138382,106.1,130.2033,11
8226,35681,54.8392769,-4.9138177,105.9,130.9032,11
8227,35681,54.8392664,-4.9137978,105.9,131.5971,11
8228,31381.2,54.8392557,-4.9137775,105.8,132.3479,11
8229,31381.2,54.8392449,-4.9137579,105.8,133.033,11
8230,31381.4,54.8392339,-4.9137379,105.8,133.6547,11
8231,31381.4,54.8392229,-4.9137187,105.8,134.2338,11
8232,31381.6,54.8392115,-4.9136994,105.9,134.8635,11
8233,31381.6,54.8392001,-4.9136807,105.9,135.5222,11
8234,31381.8,54.8391884,-4.9136618,106,136.1172,11
8235,31381.8,54.8391767,-4.9136437,106,136.6279,11
8236,35682,54.8391648,-4.9136254,106.1,137.1696,11
8237,35682,54.8391528,-4.9136078,106.1,137.7163,11
8238,31382.2,54.8391405,-4.9135899,106.2,138.2117,11
8239,31382.2,54.8391282,-4.9135728,106.2,138.674,11
8240,31382.4,54.8391155,-4.9135558,106.3,139.1801,11
8241,31382.4,54.839103,-4.9135392,106.3,139.7104,11
8242,31382.6,54.83909,-4.9135226,106.5,140.2548,11
8243,31382.6,54.8390773,-4.9135065,106.5,140.9271,11
8244,31382.8,54.8390642,-4.9134905,106.7,141.5352,11
8245,31382.8,54.8390512,-4.9134747,106.7,141.9728,11
8246,35683,54.8390379,-4.913459,106.8,142.3631,11
8247,35683,54.8390246,-4.9134439,106.8,142.6451,11
8248,31383.2,54.839011,-4.913429,107,142.9816,11
8249,31383.2,54.8389975,-4.9134143,107,143.3023,11
8250,31383.4,54.8389836,-4.9133994,107.1,143.7798,11
8251,31383.4,54.83897,-4.9133851,107.1,144.3744,11
8252,31383.6,54.8389557,-4.9133713,107.1,145.101,11
8253,31383.6,54.8389418,-4.9133574,107.1,145.939,11
8254,31383.8,54.8389276,-4.9133437,107.2,146.7795,11
8255,31383.8,54.8389135,-4.9133303,107.2,147.702,11
8256,35684,54.8388991,-4.913317,107.2,148.4603,11
8257,35684,54.8388848,-4.913304,107.2,149.0406,11
8258,31384.2,54.8388701,-4.9132914,107.3,149.6139,11
8259,31384.2,54.8388556,-4.913279,107.3,150.0834,11
8260,31384.4,54.8388406,-4.9132669,107.3,150.5002,11
8261,31384.4,54.8388259,-4.9132551,107.3,150.9121,11
8262,31384.6,54.8388109,-4.9132437,107.4,151.2184,11
8263,31384.6,54.8387959,-4.9132322,107.4,151.5483,11
8264,31384.8,54.8387805,-4.9132211,107.4,151.8634,11
8265,31384.8,54.8387654,-4.9132101,107.4,152.119,11
8266,35685,54.83875,-4.9131994,107.4,152.3175,11
8267,35685,54.8387347,-4.9131888,107.4,152.5217,11
8268,31385.2,54.8387191,-4.9131783,107.3,152.7886,11
8269,31385.2,54.8387035,-4.913168,107.3,153.1321,11
8270,31385.4,54.8386877,-4.9131579,107.2,153.62,11
8271,31385.4,54.838672,-4.9131479,107.2,154.2582,11
8272,31385.6,54.8386561,-4.9131382,107.2,154.9724,11
8273,31385.6,54.8386401,-4.9131285,107.2,155.7295,11
8274,31385.8,54.838624,-4.9131192,107.1,156.5234,11
8275,31385.8,54.8386079,-4.9131102,107.1,157.2491,11
8276,35686,54.8385916,-4.9131014,107.2,157.8508,11
8277,35686,54.8385753,-4.913093,107.2,158.3995,11
8278,31386.2,54.8385587,-4.9130848,107.2,158.8817,11
8279,31386.2,54.8385421,-4.913077,107.2,159.2663,11
8280,31386.4,54.8385252,-4.9130693,107.3,159.4913,11
8281,31386.4,54.8385085,-4.9130622,107.3,159.6572,11
8282,31386.6,54.8384915,-4.9130557,107.6,159.8362,11
8283,31386.6,54.8384746,-4.9130491,107.6,160.1118,11
8284,31386.8,54.8384576,-4.9130432,107.7,160.4747,11
8285,31386.8,54.8384406,-4.9130368,107.7,160.8497,11
8286,35687,54.8384236,-4.9130312,107.8,161.2472,11
8287,35687,54.8384065,-4.9130252,107.8,161.6564,11
8288,31387.2,54.8383894,-4.9130196,107.9,162.0517,11
8289,31387.2,54.8383721,-4.913014,107.9,162.4818,11
8290,31387.4,54.8383551,-4.9130091,108,162.9267,11
8291,31387.4,54.8383376,-4.9130038,108,163.3728,11
8292,31387.6,54.8383205,-4.9129989,108,163.865,11
8293,31387.6,54.8383029,-4.9129942,108,164.2778,11
8294,31387.8,54.8382854,-4.9129896,108.1,164.5963,11
8295,31387.8,54.8382678,-4.9129854,108.1,164.9357,11
8296,35688,54.8382501,-4.9129813,108.1,165.2513,11
8297,35688,54.8382323,-4.9129776,108.1,165.6089,11
8298,31388.2,54.8382147,-4.9129742,108.1,165.9966,11
8299,31388.2,54.8381967,-4.9129709,108.1,166.4176,11
8300,31388.4,54.8381788,-4.9129679,108.2,166.9959,11
8301,31388.4,54.8381607,-4.9129651,108.2,167.6314,11
8302,31388.6,54.8381427,-4.9129623,108.1,168.2802,11
8303,31388.6,54.8381245,-4.91296,108.1,168.9861,11
8304,31388.8,54.8381064,-4.912958,108,169.7006,11
8305,31388.8,54.8380881,-4.9129563,108,170.3883,11
8306,35689,54.8380697,-4.9129544,107.9,170.9992,11
8307,35689,54.8380512,-4.9129536,107.9,171.3919,11
8308,31389.2,54.8380327,-4.9129528,107.9,171.7857,11
8309,31389.2,54.8380142,-4.9129527,107.9,172.1588,11
8310,31389.4,54.8379955,-4.912953,107.9,172.5795,11
8311,31389.4,54.8379769,-4.9129535,107.9,173.0478,11
8312,31389.6,54.837958,-4.9129543,108,173.5344,11
8313,31389.6,54.8379394,-4.9129553,108,174.1574,11
8314,31389.8,54.8379206,-4.9129568,108,174.8298,11
8315,31389.8,54.8379019,-4.9129585,108,175.414,11
8316,35690,54.8378833,-4.9129602,108,175.9617,11
8317,35690,54.8378646,-4.9129626,108,176.4253,11
8318,31390.2,54.8378457,-4.9129657,108,176.8555,11
8319,31390.2,54.8378269,-4.9129688,108,177.2531,11
8320,31390.4,54.8378081,-4.9129726,108,177.7106,11
8321,31390.4,54.8377893,-4.9129765,108,178.234,11
8322,31390.6,54.8377703,-4.9129808,108,178.5796,11
8323,31390.6,54.8377514,-4.9129854,108,179.0417,11
8324,31390.8,54.8377325,-4.9129909,108.1,179.5733,11
8325,31390.8,54.8377137,-4.9129961,108.1,180.2186,11
8326,35691,54.8376947,-4.9130023,108.2,180.9486,11
8327,35691,54.8376759,-4.9130083,108.2,181.6942,11
8328,31391.2,54.8376569,-4.913015,108.3,182.3074,11
8329,31391.2,54.837638,-4.9130218,108.3,182.9254,11
8330,31391.4,54.837619,-4.9130296,108.4,183.4999,11
8331,31391.4,54.8376001,-4.9130372,108.4,184.1137,11
8332,31391.6,54.8375813,-4.9130456,108.6,184.763,11
8333,31391.6,54.8375623,-4.913054,108.6,185.386,11
8334,31391.8,54.8375435,-4.9130636,108.7,186.0349,11
8335,31391.8,54.8375246,-4.9130726,108.7,186.7291,11
8336,35692,54.8375056,-4.9130827,108.8,187.497,11
8337,35692,54.8374867,-4.9130925,108.8,188.2454,11
8338,31392.2,54.8374678,-4.9131029,108.9,188.9441,11
8339,31392.2,54.8374488,-4.9131137,108.9,189.5299,11
8340,31392.4,54.83743,-4.9131249,108.9,190.1445,11
8341,31392.4,54.8374109,-4.9131365,108.9,190.752,11
